ID	ouverture	angle	angle	ouverture
1904	234.1	129.5039303	190.3	352.1141395
1905	234.2	129.5335173	190.4	352.2099501
1906	234.3	129.5778923	190.5	352.3106664
1907	234.4	129.6222605	190.6	352.4102746
1908	234.5	129.6666218	190.7	352.5087821
1909	234.6	129.6961923	190.8	352.6061961
1910	234.7	129.7405423	190.9	352.7025242
1911	234.8	129.7848855	191	352.7977736
1912	234.9	129.8144439	191.1	352.8974583
1913	235	129.8587756	191.2	352.9905099
1914	235.1	129.9031006	191.3	353.087884
1915	235.2	129.9474187	191.4	353.1840826
1916	235.3	129.9769602	191.5	353.2791142
1917	235.4	130.0212669	191.6	353.3729875
1918	235.5	130.0655666	191.7	353.4657111
1919	235.6	130.1098594	191.8	353.5572935
1920	235.7	130.1393841	191.9	353.6527353
1921	235.8	130.1836654	192	353.7419989
1922	235.9	130.2279398	192.1	353.835012
1923	236	130.2722073	192.2	353.9267927
1924	236.1	130.3017151	192.3	354.0173508
1925	236.2	130.3459709	192.4	354.1066964
1926	236.3	130.3902198	192.5	354.1994452
1927	236.4	130.4344618	192.6	354.2863327
1928	236.5	130.4639525	192.7	354.3765158
1929	236.6	130.5081828	192.8	354.4653999
1930	236.7	130.5524061	192.9	354.5529965
1931	236.8	130.5966224	193	354.6393168
1932	236.9	130.6260961	193.1	354.7285918
1933	237	130.6703007	193.2	354.8164851
1934	237.1	130.7144982	193.3	354.8989201
1935	237.2	130.7586888	193.4	354.9881778
1936	237.3	130.7881452	193.5	355.0720028
1937	237.4	130.832324	193.6	355.1544973
1938	237.5	130.8764957	193.7	355.2395066
1939	237.6	130.9206603	193.8	355.3230839
1940	237.7	130.9500994	193.9	355.4089446
1941	237.8	130.9942522	194	355.4896371
1942	237.9	131.0383979	194.1	355.572513
1943	238	131.0825365	194.2	355.653887
1944	238.1	131.1119582	194.3	355.737215
1945	238.2	131.1560849	194.4	355.8155695
1946	238.3	131.2002045	194.5	355.8957811
1947	238.4	131.2443169	194.6	355.9776707
1948	238.5	131.2884221	194.7	356.0578816
1949	238.6	131.3178216	194.8	356.1364335
1950	238.7	131.3619149	194.9	356.2133458
1951	238.8	131.406001	195	356.291616
1952	238.9	131.4500799	195.1	356.3681549
1953	239	131.4794619	195.2	356.4458278
1954	239.1	131.5235288	195.3	356.5216799
1955	239.2	131.5675884	195.4	356.5984429
1956	239.3	131.6116409	195.5	356.673298
1957	239.4	131.6410051	195.6	356.7488419
1958	239.5	131.6850455	195.7	356.8248947
1959	239.6	131.7290786	195.8	356.8988456
1960	239.7	131.7731044	195.9	356.9707239
1961	239.8	131.802451	196	357.0451423
1962	239.9	131.8464647	196.1	357.1172702
1963	240	131.8904711	196.2	357.1892889
1964	240.1	131.9344702	196.3	357.2610183
1965	240.2	131.978462	196.4	357.3322777
1966	240.3	132.0077857	196.5	357.4009612
1967	240.4	132.0517653	196.6	357.4726624
1968	240.5	132.0957376	196.7	357.5414254
1969	240.6	132.1397024	196.8	357.6106868
1970	240.7	132.1690083	196.9	357.6784152
1971	240.8	132.2129609	197	357.7459588
1972	240.9	132.2569061	197.1	357.814332
1973	241	132.300844	197.2	357.8814779
1974	241.1	132.3447745	197.3	357.9469465
1975	241.2	132.3740573	197.4	358.0137902
1976	241.3	132.4179754	197.5	358.0785264
1977	241.4	132.4618861	197.6	358.1432451
1978	241.5	132.5057894	197.7	358.2078086
1979	241.6	132.5350541	197.8	358.2716373
1980	241.7	132.578945	197.9	358.335840211583
1981	241.8	132.6228284	198	358.400043123167
1982	241.9	132.6667043	198.1	358.46424603475
1983	242	132.7105728	198.2	358.528448946333
1984	242.1	132.7398142	198.3	358.592651857917
1985	242.2	132.7836702	198.4	358.6568547695
1986	242.3	132.8275187	198.5	358.721057681083
1987	242.4	132.8713596	198.6	358.785260592667
1988	242.5	132.9151931	198.7	358.84946350425
1989	242.6	132.9444112	198.8	358.913666415833
1990	242.7	132.9882321	198.9	358.977869327417
1991	242.8	133.0320454	199	359.042072239
1992	242.9	133.0758512	199.1	359.106275150583
1993	243	133.1050508	199.2	359.170478062167
1994	243.1	133.148844	199.3	359.23468097375
1995	243.2	133.1926296	199.4	359.298883885333
1996	243.3	133.2364076	199.5	359.363086796916
1997	243.4	133.2801779	199.6	359.4272897085
1998	243.5	133.309354	199.7	359.491492620083
1999	243.6	133.3531116	199.8	359.555695531666
2000	243.7	133.3968617	199.9	359.61989844325
2001	243.8	133.4406041	200	359.684101354833
2002	243.9	133.4843389	200.1	359.748304266416
2003	244	133.5134912	200.2	359.812507178
2004	244.1	133.5572132	200.3	359.876710089583
2005	244.2	133.6009275	200.4	359.940913001166
2006	244.3	133.6446341	200.5	360.00511591275
2007	244.4	133.6883331	200.6	360.069318824333
2008	244.5	133.7174614	200.7	360.133521735916
2009	244.6	133.7611476	200.8	360.1977246475
2010	244.7	133.8048259	200.9	360.261927559083
2011	244.8	133.8484966	201	360.326130470666
2012	244.9	133.8921595	201.1	360.39033338225
2013	245	133.9212638	201.2	360.454536293833
2014	245.1	133.9649138	201.3	360.518739205416
2015	245.2	134.0085561	201.4	360.582942117
2016	245.3	134.0521905	201.5	360.647145028583
2017	245.4	134.0958172	201.6	360.711347940166
2018	245.5	134.1248974	201.7	360.77555085175
2019	245.6	134.168511	201.8	360.839753763333
2020	245.7	134.2121169	201.9	360.903956674916
2021	245.8	134.255715	202	360.9681595865
2022	245.9	134.2993052	202.1	361.032362498083
2023	246	134.328361	202.2	361.096565409666
2024	246.1	134.3719382	202.3	361.16076832125
2025	246.2	134.4155075	202.4	361.224971232833
2026	246.3	134.4590689	202.5	361.289174144416
2027	246.4	134.5026225	202.6	361.353377055999
2028	246.5	134.5461681	202.7	361.417579967583
2029	246.6	134.5751942	202.8	361.481782879166
2030	246.7	134.6187267	202.9	361.545985790749
2031	246.8	134.6622513	203	361.610188702333
2032	246.9	134.705768	203.1	361.674391613916
2033	247	134.7492768	203.2	361.738594525499
2034	247.1	134.7782782	203.3	361.802797437083
2035	247.2	134.8217737	203.4	361.867000348666
2036	247.3	134.8652613	203.5	361.931203260249
2037	247.4	134.9087409	203.6	361.995406171833
2038	247.5	134.9522125	203.7	362.059609083416
2039	247.6	134.9956762	203.8	362.123811994999
2040	247.7	135.0246475	203.9	362.188014906583
2041	247.8	135.0680978	204	362.252217818166
2042	247.9	135.1115401	204.1	362.316420729749
2043	248	135.1549744	204.2	362.380623641333
2044	248.1	135.1984007	204.3	362.444826552916
2045	248.2	135.2418189	204.4	362.509029464499
2046	248.3	135.2707599	204.5	362.573232376083
2047	248.4	135.3141647	204.6	362.637435287666
2048	248.5	135.3575615	204.7	362.701638199249
2049	248.6	135.4009501	204.8	362.765841110833
2050	248.7	135.4443307	204.9	362.830044022416
2051	248.8	135.4877032	205	362.894246933999
2052	248.9	135.5166137	205.1	362.958449845583
2053	249	135.5599727	205.2	363.022652757166
2054	249.1	135.6033235	205.3	363.086855668749
2055	249.2	135.6466663	205.4	363.151058580333
2056	249.3	135.6900009	205.5	363.215261491916
2057	249.4	135.7333273	205.6	363.279464403499
2058	249.5	135.7622071	205.7	363.343667315082
2059	249.6	135.8055199	205.8	363.407870226666
2060	249.7	135.8488246	205.9	363.472073138249
2061	249.8	135.8921211	206	363.536276049832
2062	249.9	135.9354094	206.1	363.600478961416
2063	250	135.9786895	206.2	363.664681872999
2064	250.1	136.0219614	206.3	363.728884784582
2065	250.2	136.0508047	206.4	363.793087696166
2066	250.3	136.0940629	206.5	363.857290607749
2067	250.4	136.1373128	206.6	363.921493519332
2068	250.5	136.1805545	206.7	363.985696430916
2069	250.6	136.223788	206.8	364.049899342499
2070	250.7	136.2670131	206.9	364.114102254082
2071	250.8	136.2958253	207	364.178305165666
2072	250.9	136.3390367	207.1	364.242508077249
2073	251	136.3822398	207.2	364.306710988832
2074	251.1	136.4254345	207.3	364.370913900416
2075	251.2	136.468621	207.4	364.435116811999
2076	251.3	136.5117992	207.5	364.499319723582
2077	251.4	136.554969	207.6	364.563522635166
2078	251.5	136.5837442	207.7	364.627725546749
2079	251.6	136.6269001	207.8	364.691928458332
2080	251.7	136.6700477	207.9	364.756131369916
2081	251.8	136.7131869	208	364.820334281499
2082	251.9	136.7563177	208.1	364.884537193082
2083	252	136.7994401	208.2	364.948740104666
2084	252.1	136.8425542	208.3	365.012943016249
2085	252.2	136.8712922	208.4	365.077145927832
2086	252.3	136.9143922	208.5	365.141348839416
2087	252.4	136.9574838	208.6	365.205551750999
2088	252.5	137.000567	208.7	365.269754662582
2089	252.6	137.0436417	208.8	365.333957574165
2090	252.7	137.086708	208.9	365.398160485749
2091	252.8	137.1297659	209	365.462363397332
2092	252.9	137.1728152	209.1	365.526566308915
2093	253	137.2015101	209.2	365.590769220499
2094	253.1	137.2445453	209.3	365.654972132082
2095	253.2	137.2875721	209.4	365.719175043665
2096	253.3	137.3305903	209.5	365.783377955249
2097	253.4	137.3736	209.6	365.847580866832
2098	253.5	137.4166012	209.7	365.911783778415
2099	253.6	137.4595939	209.8	365.975986689999
2100	253.7	137.502578	209.9	366.040189601582
2101	253.8	137.5312294	210	366.104392513165
2102	253.9	137.5741993	210.1	366.168595424749
2103	254	137.6171606	210.2	366.232798336332
2104	254.1	137.6601133	210.3	366.297001247915
2105	254.2	137.7030575	210.4	366.361204159499
2106	254.3	137.745993	210.5	366.425407071082
2107	254.4	137.78892	210.6	366.489609982665
2108	254.5	137.8318383	210.7	366.553812894249
2109	254.6	137.874748	210.8	366.618015805832
2110	254.7	137.9033497	210.9	366.682218717415
2111	254.8	137.946245	211	366.746421628999
2112	254.9	137.9891317	211.1	366.810624540582
2113	255	138.0320097	211.2	366.874827452165
2114	255.1	138.0748791	211.3	366.939030363749
2115	255.2	138.1177397	211.4	367.003233275332
2116	255.3	138.1605917	211.5	367.067436186915
2117	255.4	138.203435	211.6	367.131639098499
2118	255.5	138.2462696	211.7	367.195842010082
2119	255.6	138.2748211	211.8	367.260044921665
2120	255.7	138.3176412	211.9	367.324247833248
2121	255.8	138.3604525	212	367.388450744832
2122	255.9	138.4032551	212.1	367.452653656415
2123	256	138.4460489	212.2	367.516856567998
2124	256.1	138.488834	212.3	367.581059479582
2125	256.2	138.5316103	212.4	367.645262391165
2126	256.3	138.5743778	212.5	367.709465302748
2127	256.4	138.6171365	212.6	367.773668214332
2128	256.5	138.6598865	212.7	367.837871125915
2129	256.6	138.7026276	212.8	367.902074037498
2130	256.7	138.7311168	212.9	367.966276949082
2131	256.8	138.7738432	213	368.030479860665
2132	256.9	138.8165608	213.1	368.094682772248
2133	257	138.8592695		
2134	257.1	138.9019695		
2135	257.2	138.9446605		
2136	257.3	138.9873427		
2137	257.4	139.030016		
2138	257.5	139.0726804		
2139	257.6	139.1153359		
2140	257.7	139.1579825		
2141	257.8	139.2006201		
2142	257.9	139.2290403		
2143	258	139.2716631		
2144	258.1	139.3142769		
2145	258.2	139.3568818		
2146	258.3	139.3994778		
2147	258.4	139.4420647		
2148	258.5	139.4846427		
2149	258.6	139.5272117		
2150	258.7	139.5697717		
2151	258.8	139.6123227		
2152	258.9	139.6548647		
2153	259	139.6973976		
2154	259.1	139.7399215		
2155	259.2	139.7824364		
2156	259.3	139.8249422		
2157	259.4	139.8532743		
2158	259.5	139.895765		
2159	259.6	139.9382466		
2160	259.7	139.9807191		
2161	259.8	140.0231825		
2162	259.9	140.0656368		
2163	260	140.108082		
2164	260.1	140.150518		
2165	260.2	140.192945		
2166	260.3	140.2353627		
2167	260.4	140.2777713		
2168	260.5	140.3201708		
2169	260.6	140.362561		
2170	260.7	140.4049421		
2171	260.8	140.447314		
2172	260.9	140.4896767		
2173	261	140.5320302		
2174	261.1	140.5743744		
2175	261.2	140.6167094		
2176	261.3	140.6590352		
2177	261.4	140.6872472		
2178	261.5	140.7295576		
2179	261.6	140.7718587		
2180	261.7	140.8141505		
2181	261.8	140.856433		
2182	261.9	140.8987062		
2183	262	140.9409702		
2184	262.1	140.9832248		
2185	262.2	141.02547		
2186	262.3	141.067706		
2187	262.4	141.1099326		
2188	262.5	141.1521499		
2189	262.6	141.1943578		
2190	262.7	141.2365563		
2191	262.8	141.2787454		
2192	262.9	141.3209252		
2193	263	141.3630956		
2194	263.1	141.4052565		
2195	263.2	141.4474081		
2196	263.3	141.4895502		
2197	263.4	141.5316828		
2198	263.5	141.5738061		
2199	263.6	141.6159199		
2200	263.7	141.6580242		
2201	263.8	141.700119		
2202	263.9	141.7422044		
2203	264	141.7842802		
2204	264.1	141.8263466		
2205	264.2	141.8684035		
2206	264.3	141.9104508		
2207	264.4	141.9524886		
2208	264.5	141.9945169		
2209	264.6	142.0365356		
2210	264.7	142.0785448		
2211	264.8	142.1205444		
2212	264.9	142.1625344		
2213	265	142.2045148		
2214	265.1	142.2464857		
2215	265.2	142.2884469		
2216	265.3	142.3303985		
2217	265.4	142.3723405		
2218	265.5	142.4142729		
2219	265.6	142.4561957		
2220	265.7	142.4981087		
2221	265.8	142.5400122		
2222	265.9	142.5819059		
2223	266	142.62379		
2224	266.1	142.6656644		
2225	266.2	142.7075291		
2226	266.3	142.7493841		
2227	266.4	142.7912293		
2228	266.5	142.8330649		
2229	266.6	142.8748907		
2230	266.7	142.9167068		
2231	266.8	142.9585131		
2232	266.9	143.0003096		
2233	267	143.0560232		
2234	267.1	143.0977969		
2235	267.2	143.1395609		
2236	267.3	143.181315		
2237	267.4	143.2230593		
2238	267.5	143.2647939		
2239	267.6	143.3065185		
2240	267.7	143.3482334		
2241	267.8	143.3899384		
2242	267.9	143.4316335		
2243	268	143.4733188		
2244	268.1	143.5149942		
2245	268.2	143.5566597		
2246	268.3	143.5983153		
2247	268.4	143.6399611		
2248	268.5	143.6815969		
2249	268.6	143.7232227		
2250	268.7	143.7648387		
2251	268.8	143.8064447		
2252	268.9	143.8619039		
2253	269	143.9034867		
2254	269.1	143.9450595		
2255	269.2	143.9866223		
2256	269.3	144.0281751		
2257	269.4	144.069718		
2258	269.5	144.1112508		
2259	269.6	144.1527736		
2260	269.7	144.1942864		
2261	269.8	144.2357891		
2262	269.9	144.2772818		
2263	270	144.3187645		
2264	270.1	144.3602371		
2265	270.2	144.4016996		
2266	270.3	144.4569672		
2267	270.4	144.4984062		
2268	270.5	144.5398351		
2269	270.6	144.5812538		
2270	270.7	144.6226625		
2271	270.8	144.664061		
2272	270.9	144.7054493		
2273	271	144.7468275		
2274	271.1	144.7881956		
2275	271.2	144.8295535		
2276	271.3	144.8846815		
2277	271.4	144.9260156		
2278	271.5	144.9673395		
2279	271.6	145.0086532		
2280	271.7	145.0499567		
2281	271.8	145.09125		
2282	271.9	145.132533		
2283	272	145.1738058		
2284	272.1	145.2150684		
2285	272.2	145.2700691		
2286	272.3	145.3113077		
2287	272.4	145.352536		
2288	272.5	145.393754		
2289	272.6	145.4349617		
2290	272.7	145.4761591		
2291	272.8	145.5173462		
2292	272.9	145.5585229		
2293	273	145.6134091		
2294	273.1	145.6545617		
2295	273.2	145.695704		
2296	273.3	145.7368358		
2297	273.4	145.7779573		
2298	273.5	145.8190684		
2299	273.6	145.8601691		
2300	273.7	145.9012594		
2301	273.8	145.9560303		
2302	273.9	145.9970963		
2303	274	146.0381518		
2304	274.1	146.0791969		
2305	274.2	146.1202315		
2306	274.3	146.1612557		
2307	274.4	146.2159383		
2308	274.5	146.2569381		
2309	274.6	146.2979273		
2310	274.7	146.338906		
2311	274.8	146.3798743		
2312	274.9	146.420832		
2313	275	146.4617791		
2314	275.1	146.516359		
2315	275.2	146.5572815		
2316	275.3	146.5981935		
2317	275.4	146.639095		
2318	275.5	146.6799858		
2319	275.6	146.7344905		
2320	275.7	146.7753566		
2321	275.8	146.8162121		
2322	275.9	146.857057		
2323	276	146.8978913		
2324	276.1	146.9387149		
2325	276.2	146.9931299		
2326	276.3	147.0339287		
2327	276.4	147.0747168		
2328	276.5	147.1154943		
2329	276.6	147.156261		
2330	276.7	147.2106001		
2331	276.8	147.2513419		
2332	276.9	147.2920729		
2333	277	147.3327933		
2334	277.1	147.3735029		
2335	277.2	147.4277657		
2336	277.3	147.4684502		
2337	277.4	147.509124		
2338	277.5	147.549787		
2339	277.6	147.5904392		
2340	277.7	147.6446254		
2341	277.8	147.6852525		
2342	277.9	147.7258687		
2343	278	147.7664741		
2344	278.1	147.8070687		
2345	278.2	147.8611779		
2346	278.3	147.9017472		
2347	278.4	147.9423056		
2348	278.5	147.9828531		
2349	278.6	148.0368996		
2350	278.7	148.0774217		
2351	278.8	148.117933		
2352	278.9	148.1584333		
2353	279	148.2124168		
2354	279.1	148.2528916		
2355	279.2	148.2933556		
2356	279.3	148.3338085		
2357	279.4	148.3877288		
2358	279.5	148.4281562		
2359	279.6	148.4685726		
2360	279.7	148.508978		
2361	279.8	148.5628348		
2362	279.9	148.6032146		
2363	280	148.6435834		
2364	280.1	148.6839411		
2365	280.2	148.7377342		
2366	280.3	148.7780662		
2367	280.4	148.8183871		
2368	280.5	148.858697		
2369	280.6	148.9124262		
2370	280.7	148.9527102		
2371	280.8	148.9929831		
2372	280.9	149.0332449		
2373	281	149.0869101		
2374	281.1	149.1271459		
2375	281.2	149.1673707		
2376	281.3	149.2209863		
2377	281.4	149.2611851		
2378	281.5	149.3013726		
2379	281.6	149.341549		
2380	281.7	149.3951002		
2381	281.8	149.4352505		
2382	281.9	149.4753896		
2383	282	149.5288909		
2384	282.1	149.5690039		
2385	282.2	149.6091056		
2386	282.3	149.662557		
2387	282.4	149.7026325		
2388	282.5	149.7426967		
2389	282.6	149.7960981		
2390	282.7	149.836136		
2391	282.8	149.8761626		
2392	282.9	149.9161779		
2393	283	149.9695141		
2394	283.1	150.009503		
2395	283.2	150.0494806		
2396	283.3	150.1027664		
2397	283.4	150.1427175		
2398	283.5	150.1826573		
2399	283.6	150.2358926		
2400	283.7	150.2758059		
2401	283.8	150.3157077		
2402	283.9	150.3688924		
2403	284	150.4087677		
2404	284.1	150.4486315		
2405	284.2	150.5017655		
2406	284.3	150.5416027		
2407	284.4	150.5947011		
2408	284.5	150.6345115		
2409	284.6	150.6743105		
2410	284.7	150.7273579		
2411	284.8	150.7671301		
2412	284.9	150.8068908		
2413	285	150.8598871		
2414	285.1	150.8996209		
2415	285.2	150.9393432		
2416	285.3	150.9922884		
2417	285.4	151.0319837		
2418	285.5	151.0848929		
2419	285.6	151.1245613		
2420	285.7	151.1642182		
2421	285.8	151.2170759		
2422	285.9	151.2567057		
2423	286	151.3095273		
2424	286.1	151.34913		
2425	286.2	151.3887211		
2426	286.3	151.4414911		
2427	286.4	151.481055		
2428	286.5	151.5337887		
2429	286.6	151.5733254		
2430	286.7	151.6128505		
2431	286.8	151.6655323		
2432	286.9	151.7050301		
2433	287	151.7576755		
2434	287.1	151.797146		
2435	287.2	151.8366047		
2436	287.3	151.889198		
2437	287.4	151.9286293		
2438	287.5	151.9811861		
2439	287.6	152.02059		
2440	287.7	152.0731102		
2441	287.8	152.1124866		
2442	287.9	152.1518512		
2443	288	152.2043189		
2444	288.1	152.243656		
2445	288.2	152.2960869		
2446	288.3	152.3353964		
2447	288.4	152.3877905		
2448	288.5	152.4270723		
2449	288.6	152.4794296		
2450	288.7	152.5186837		
2451	288.8	152.5579259		
2452	288.9	152.6102303		
2453	289	152.6494447		
2454	289.1	152.7017121		
2455	289.2	152.7408988		
2456	289.3	152.793129		
2457	289.4	152.8322878		
2458	289.5	152.8844809		
2459	289.6	152.9236117		
2460	289.7	152.9757676		
2461	289.8	153.0148705		
2462	289.9	153.0669891		
2463	290	153.106064		
2464	290.1	153.1581451		
2465	290.2	153.197192		
2466	290.3	153.2492357		
2467	290.4	153.2882545		
2468	290.5	153.3402608		
2469	290.6	153.3792514		
2470	290.7	153.4312201		
2471	290.8	153.4701825		
2472	290.9	153.5221136		
2473	291	153.5610478		
2474	291.1	153.6129412		
2475	291.2	153.6518471		
2476	291.3	153.7037028		
2477	291.4	153.7425803		
2478	291.5	153.7943982		
2479	291.6	153.8332474		
2480	291.7	153.8850274		
2481	291.8	153.9367857		
2482	291.9	153.9755902		
2483	292	154.0273105		
2484	292.1	154.0660865		
2485	292.2	154.1177689		
2486	292.3	154.1565163		
2487	292.4	154.2081605		
2488	292.5	154.2468794		
2489	292.6	154.2984855		
2490	292.7	154.3500697		
2491	292.8	154.3887436		
2492	292.9	154.4402895		
2493	293	154.4789347		
2494	293.1	154.5304423		
2495	293.2	154.5690587		
2496	293.3	154.620528		
2497	293.4	154.6719753		
2498	293.5	154.7105464		
2499	293.6	154.7619553		
2500	293.7	154.8004975		
2501	293.8	154.8518678		
2502	293.9	154.9032161		
2503	294	154.9417128		
2504	294.1	154.9930224		
2505	294.2	155.0314901		
2506	294.3	155.0827611		
2507	294.4	155.1340099		
2508	294.5	155.1724319		
2509	294.6	155.2236419		
2510	294.7	155.2748297		
2511	294.8	155.313206		
2512	294.9	155.3643549		
2513	295	155.402702		
2514	295.1	155.453812		
2515	295.2	155.5048997		
2516	295.3	155.5432008		
2517	295.4	155.5942494		
2518	295.5	155.6452757		
2519	295.6	155.6835307		
2520	295.7	155.7345178		
2521	295.8	155.7854826		
2522	295.9	155.8236914		
2523	296	155.8746169		
2524	296.1	155.92552		
2525	296.2	155.9636825		
2526	296.3	156.0145462		
2527	296.4	156.0653874		
2528	296.5	156.1035035		
2529	296.6	156.1543052		
2530	296.7	156.2050844		
2531	296.8	156.255841		
2532	296.9	156.2938936		
2533	297	156.3446107		
2534	297.1	156.3953051		
2535	297.2	156.433311		
2536	297.3	156.4839657		
2537	297.4	156.5345977		
2538	297.5	156.5852071		
2539	297.6	156.6231491		
2540	297.7	156.6737187		
2541	297.8	156.7242654		
2542	297.9	156.7621605		
2543	298	156.8126674		
2544	298.1	156.8631514		
2545	298.2	156.9136126		
2546	298.3	156.9514435		
2547	298.4	157.0018647		
2548	298.5	157.052263		
2549	298.6	157.1026383		
2550	298.7	157.1404048		
2551	298.8	157.19074		
2552	298.9	157.2410522		
2553	299	157.2913414		
2554	299.1	157.3416077		
2555	299.2	157.3792922		
2556	299.3	157.4295181		
2557	299.4	157.4797209		
2558	299.5	157.5299007		
2559	299.6	157.5675203		
2560	299.7	157.6176596		
2561	299.8	157.6677758		
2562	299.9	157.7178688		
2563	300	157.7679386		
2564	300.1	157.8054757		
2565	300.2	157.855505		
2566	300.3	157.9055109		
2567	300.4	157.9554936		
2568	300.5	158.0054531		
2569	300.6	158.0553892		
2570	300.7	158.092826		
2571	300.8	158.1427213		
2572	300.9	158.1925933		
2573	301	158.2424419		
2574	301.1	158.2922672		
2575	301.2	158.342069		
2576	301.3	158.3918474		
2577	301.4	158.4291658		
2578	301.5	158.4789031		
2579	301.6	158.528617		
2580	301.7	158.5783073		
2581	301.8	158.6279742		
2582	301.9	158.6776175		
2583	302	158.7272372		
2584	302.1	158.7768334		
2585	302.2	158.814015		
2586	302.3	158.8635699		
2587	302.4	158.9131011		
2588	302.5	158.9626087		
2589	302.6	159.0120925		
2590	302.7	159.0615527		
2591	302.8	159.1109892		
2592	302.9	159.160402		
2593	303	159.209791		
2594	303.1	159.2591562		
2595	303.2	159.3084977		
2596	303.3	159.3454882		
2597	303.4	159.3947879		
2598	303.5	159.4440639		
2599	303.6	159.4933159		
2600	303.7	159.5425441		
2601	303.8	159.5917484		
2602	303.9	159.6409287		
2603	304	159.6900852		
2604	304.1	159.7392176		
2605	304.2	159.7883261		
2606	304.3	159.8374106		
2607	304.4	159.8864711		
2608	304.5	159.9355075		
2609	304.6	159.9845199		
2610	304.7	160.0335082		
2611	304.8	160.0824724		
2612	304.9	160.1314125		
2613	305	160.1803284		
2614	305.1	160.2292202		
2615	305.2	160.2780879		
2616	305.3	160.3269313		
2617	305.4	160.3757505		
2618	305.5	160.4245455		
2619	305.6	160.4733163		
2620	305.7	160.5220627		
2621	305.8	160.5707849		
2622	305.9	160.6194828		
2623	306	160.6681564		
2624	306.1	160.7168056		
2625	306.2	160.7775828		
2626	306.3	160.8261772		
2627	306.4	160.8747472		
2628	306.5	160.9232927		
2629	306.6	160.9718138		
2630	306.7	161.0203104		
2631	306.8	161.0687825		
2632	306.9	161.1172301		
2633	307	161.1656533		
2634	307.1	161.2140518		
2635	307.2	161.2624258		
2636	307.3	161.3228588		
2637	307.4	161.3711774		
2638	307.5	161.4194715		
2639	307.6	161.4677409		
2640	307.7	161.5159856		
2641	307.8	161.5642057		
2642	307.9	161.612401		
2643	308	161.6605717		
2644	308.1	161.7207502		
2645	308.2	161.7688652		
2646	308.3	161.8169554		
2647	308.4	161.8650207		
2648	308.5	161.9130613		
2649	308.6	161.961077		
2650	308.7	162.0210617		
2651	308.8	162.0690215		
2652	308.9	162.1169564		
2653	309	162.1648663		
2654	309.1	162.2127513		
2655	309.2	162.2725725		
2656	309.3	162.3204014		
2657	309.4	162.3682052		
2658	309.5	162.415984		
2659	309.6	162.4756724		
2660	309.7	162.5233948		
2661	309.8	162.5710922		
2662	309.9	162.6187645		
2663	310	162.6783196		
2664	310.1	162.7259353		
2665	310.2	162.7735259		
2666	310.3	162.8210914		
2667	310.4	162.8805127		
2668	310.5	162.9280214		
2669	310.6	162.9755049		
2670	310.7	163.0229631		
2671	310.8	163.0822503		
2672	310.9	163.1296517		
2673	311	163.1770277		
2674	311.1	163.236212		
2675	311.2	163.283531		
2676	311.3	163.3308246		
2677	311.4	163.3899059		
2678	311.5	163.4371423		
2679	311.6	163.4843533		
2680	311.7	163.5433312		
2681	311.8	163.5904849		
2682	311.9	163.6376131		
2683	312	163.6964874		
2684	312.1	163.7435581		
2685	312.2	163.7906033		
2686	312.3	163.8493738		
2687	312.4	163.8963614		
2688	312.5	163.9550599		
2689	312.6	164.0019898		
2690	312.7	164.0488941		
2691	312.8	164.1074883		
2692	312.9	164.1543348		
2693	313	164.2128567		
2694	313.1	164.2596452		
2695	313.2	164.306408		
2696	313.3	164.3648253		
2697	313.4	164.41153		
2698	313.5	164.4698747		
2699	313.6	164.5165213		
2700	313.7	164.5747932		
2701	313.8	164.6213816		
2702	313.9	164.6795807		
2703	314	164.7261108		
2704	314.1	164.7842369		
2705	314.2	164.8307086		
2706	314.3	164.8887617		
2707	314.4	164.9351749		
2708	314.5	164.9931548		
2709	314.6	165.0395093		
2710	314.7	165.0974159		
2711	314.8	165.1437118		
2712	314.9	165.201545		
2713	315	165.2477821		
2714	315.1	165.3055418		
2715	315.2	165.35172		
2716	315.3	165.409406		
2717	315.4	165.4555253		
2718	315.5	165.5131375		
2719	315.6	165.5707087		
2720	315.7	165.6167361		
2721	315.8	165.6742334		
2722	315.9	165.7202015		
2723	316	165.7776247		
2724	316.1	165.8350067		
2725	316.2	165.8808827		
2726	316.3	165.9381904		
2727	316.4	165.9840069		
2728	316.5	166.0412403		
2729	316.6	166.0984324		
2730	316.7	166.1441563		
2731	316.8	166.2012738		
2732	316.9	166.2583499		
2733	317	166.3039809		
2734	317.1	166.3609823		
2735	317.2	166.4179421		
2736	317.3	166.46348		
2737	317.4	166.520365		
2738	317.5	166.5772083		
2739	317.6	166.6340099		
2740	317.7	166.6794212		
2741	317.8	166.7361476		
2742	317.9	166.7928324		
2743	318	166.8494752		
2744	318.1	166.8947594		
2745	318.2	166.951327		
2746	318.3	167.0078526		
2747	318.4	167.0643362		
2748	318.5	167.1094929		
2749	318.6	167.165901		
2750	318.7	167.222267		
2751	318.8	167.278591		
2752	318.9	167.3348728		
2753	319	167.3798679		
2754	319.1	167.4360738		
2755	319.2	167.4922375		
2756	319.3	167.548359		
2757	319.4	167.6044381		
2758	319.5	167.660475		
2759	319.6	167.705274		
2760	319.7	167.7612346		
2761	319.8	167.8171527		
2762	319.9	167.8730285		
2763	320	167.9288617		
2764	320.1	167.9846524		
2765	320.2	168.0404006		
2766	320.3	168.0961062		
2767	320.4	168.1517691		
